Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
65108-63115,QB,Lamar,Lamar Jackson,Jackson,22.9950008392334,4,17000,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-70324,QB,Carson,Carson Wentz,Wentz,15.649999618530273,4,14000,IND@BAL,IND,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
65108-86687,WR,Marquise,Marquise Brown,Brown,15.149999618530273,4,13500,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-89675,RB,Jonathan,Jonathan Taylor,Taylor,11.75,4,13000,IND@BAL,IND,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
65108-52436,TE,Mark,Mark Andrews,Andrews,8.574999809265137,4,12000,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-69213,WR,Michael,Michael Pittman Jr.,Pittman Jr.,9.975000381469727,4,11000,IND@BAL,IND,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
65108-34331,RB,Latavius,Latavius Murray,Murray,8.274999618530273,4,10000,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-60977,RB,Ty'Son,Ty'Son Williams,Williams,9.799999872843424,3,10000,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-53390,WR,Zach,Zach Pascal,Pascal,10.274999618530273,4,9500,IND@BAL,IND,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
65108-23045,K,Justin,Justin Tucker,Tucker,12,4,9000,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-63791,K,Rodrigo,Rodrigo Blankenship,Blankenship,9.25,4,8500,IND@BAL,IND,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
65108-63625,RB,Nyheim,Nyheim Hines,Hines,7.599999904632568,4,8000,IND@BAL,IND,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
65108-22031,WR,T.Y.,T.Y. Hilton,Hilton,8.774999618530273,16,8000,IND@BAL,IND,BAL,IR,Neck,,,,MVP - 1.5X Points/AnyFLEX
65108-24641,WR,Sammy,Sammy Watkins,Watkins,8.425000190734863,4,7500,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-39859,TE,Jack,Jack Doyle,Doyle,4.724999904632568,4,7000,IND@BAL,IND,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
65108-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,5.599999904632568,4,7000,IND@BAL,IND,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
65108-57909,RB,Marlon,Marlon Mack,Mack,2.200000047683716,2,6500,IND@BAL,IND,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
65108-56262,WR,Parris,Parris Campbell,Campbell,2.6666666666666665,3,6500,IND@BAL,IND,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
65108-85845,WR,Rashod,Rashod Bateman,Bateman,,,6500,IND@BAL,BAL,IND,IR,Groin,,,,MVP - 1.5X Points/AnyFLEX
65108-63186,WR,James,James Proche,Proche,6.650000095367432,2,6000,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-71032,WR,Devin,Devin Duvernay,Duvernay,5.224999904632568,4,6000,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-28181,RB,Le'Veon,Le'Veon Bell,Bell,1.100000023841858,1,5500,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-63907,TE,Josh,Josh Oliver,Oliver,0.625,4,5500,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-149710,WR,Mike,Mike Strachan,Strachan,1.7999999523162842,2,5500,IND@BAL,IND,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
65108-24920,RB,Devonta,Devonta Freeman,Freeman,1.3666666348775227,3,5500,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-62981,TE,Eli,Eli Wolf,Wolf,0,1,5000,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-69383,WR,Dezmon,Dezmon Patmon,Patmon,0,1,5000,IND@BAL,IND,BAL,IR,Foot,,,,MVP - 1.5X Points/AnyFLEX
65108-65798,WR,Siaosi,Siaosi Mariner,Mariner,,,5000,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-41867,RB,Jordan,Jordan Wilkins,Wilkins,0,1,5000,IND@BAL,IND,BAL,O,Illness,,,,MVP - 1.5X Points/AnyFLEX
65108-72718,RB,Benny,Benny LeMay,LeMay,0,1,5000,IND@BAL,IND,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
65108-68890,WR,Devin,Devin Gray,Gray,0,1,5000,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-130334,QB,Jalen,Jalen Morton,Morton,,,5000,IND@BAL,IND,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
65108-70051,QB,Tyler,Tyler Huntley,Huntley,2.125,4,5000,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-130345,WR,Michael,Michael Dereus,Dereus,0,1,5000,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-89384,WR,DeMichael,DeMichael Harris,Harris,2.9166666666666665,6,5000,IND@BAL,IND,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
65108-80299,RB,Patrick,Patrick Ricard,Ricard,1.1999999682108562,3,5000,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-62510,TE,Nick,Nick Boyle,Boyle,3.3666665818956165,9,5000,IND@BAL,BAL,IND,IR,Knee - mcl,,,,MVP - 1.5X Points/AnyFLEX
65108-130350,WR,Jaylon,Jaylon Moore,Moore,0,1,5000,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-64827,WR,Miles,Miles Boykin,Boykin,4.23999989827474,15,5000,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-32957,TE,Eric,Eric Tomlinson,Tomlinson,0,2,5000,IND@BAL,BAL,IND,,,,,,MVP - 1.5X Points/AnyFLEX
65108-63565,TE,Jake,Jake Breeland,Breeland,0,1,5000,IND@BAL,BAL,IND,Q,Knee - acl,,,,MVP - 1.5X Points/AnyFLEX
